ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?
111,ECSA,2016,Bradley SchmerlJeff GennariAlireza SadeghiHamid BagheriSam MalekJavier C†maraDavid Garlan,Architecture Modeling and Analysis of Security in Android Systems,10.1007/978-3-319-48992-6_21,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_21,No,Yes,No
112,ECSA,2016,Robert HeimOliver KautzJan Oliver RingertBernhard RumpeAndreas Wortmann,Retrofitting Controlled Dynamic Reconfiguration into the Architecture Description Language MontiArcAutomaton,10.1007/978-3-319-48992-6_13,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_13,No,Yes,No
113,ECSA,2016,Dominik RostMatthias Naab,Task-Specific Architecture Documentation for Developers,10.1007/978-3-319-48992-6_7,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_7,No,Yes,No
114,ECSA,2016,Ilias GerostathopoulosDominik SkodaFrantisek PlasilTomas BuresAlessia Knauss,Architectural Homeostasis in Self-Adaptive Software-Intensive Cyber-Physical Systems,10.1007/978-3-319-48992-6_8,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_8,No,Yes,No
115,ECSA,2016,Jasper SchenkhuizenJan Martijn E. M. van der WerfSlinger JansenLambert Caljouw,Consistent Inconsistency Management: A Concern-Driven Approach,10.1007/978-3-319-48992-6_15,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_15,No,Yes,No
116,ECSA,2016,Samuil AngelovMarcel MeestersMatthias Galster,Architects in Scrum: What Challenges Do They Face?,10.1007/978-3-319-48992-6_17,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_17,No,Yes,No
117,ECSA,2016,Ashish AgrawalT. V. Prabhakar,Towards a Framework for Building SaaS Applications Operating in Diverse and Dynamic Environments,10.1007/978-3-319-48992-6_22,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_22,No,Yes,No
118,ECSA,2016,Theo TheunissenUwe van Heesch,The Disappearance of Technical Specifications in Web and Mobile Applications,10.1007/978-3-319-48992-6_20,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_20,No,Yes,No
119,ECSA,2016,Christel KaptoGhizlane El BoussaidiSägla KpodjedoChouki Tibermacine,Inferring Architectural Evolution from Source Code Analysis,10.1007/978-3-319-48992-6_11,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_11,Yes,Yes,Yes
120,ECSA,2016,Gianantonio MeCoral CaleroPatricia Lago,A Long Way to Quality-Driven Pattern-Based Architecting,10.1007/978-3-319-48992-6_3,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_3,No,Yes,No
121,ECSA,2016,Hadil AbukwaikMohammed AbujayyabDieter Rombach,Towards Seamless Analysis of Software Interoperability: Automatic Identification of Conceptual Constraints in API Documentation,10.1007/978-3-319-48992-6_5,http://link.springer.com/chapter/10.1007/978-3-319-48992-6_5,No,Yes,No
122,ECSA,2015,Samuil AngelovPatrick de Beer,An Approach to Software Architecting in Agile Software Development Projects in Education,10.1007/978-3-319-23727-5_13,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_13,No,Yes,No
123,ECSA,2015,Arvind W. KiwelekarHansaraj S. Wankhede,Learning Objectives for a Course on Software Architecture,10.1007/978-3-319-23727-5_14,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_14,No,Yes,No
124,ECSA,2015,Zhenchen WangAndrea Capiluppi,A Specialised Social Network Software Architecture for Efficient Household Water Use Management,10.1007/978-3-319-23727-5_12,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_12,No,Yes,No
125,ECSA,2015,Matthias GalsterSamuil Angelov,Understanding the Use of Reference Architectures in Agile Software Development Projects,10.1007/978-3-319-23727-5_22,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_22,No,Yes,No
126,ECSA,2015,Claus PahlPooyan Jamshidi,"Software Architecture for the Cloud ? A Roadmap Towards Control-Theoretic, Model-Based Cloud Architecture",10.1007/978-3-319-23727-5_17,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_17,No,Yes,No
127,ECSA,2015,Dominik RostBalthasar WeitzelMatthias NaabTorsten LenhartHartmut Schmitt,Distilling Best Practices for Agile Development from Architecture Methodology,10.1007/978-3-319-23727-5_21,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_21,No,Yes,No
128,ECSA,2015,Catia TrubianiAchraf GhabiAlexander Egyed,Exploiting Traceability Uncertainty Between Software Architectural Models and Performance Analysis Results,10.1007/978-3-319-23727-5_26,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_26,No,Yes,No
129,ECSA,2015,Simone da Silva AmorimJohn D. McGregorEduardo Santana de AlmeidaChristina von Flach G. Chavez,Tailoring the ATAM for Software Ecosystems,10.1007/978-3-319-23727-5_30,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_30,No,Yes,No
130,ECSA,2015,Mojtaba ShahinMuhammad Ali Babar,Improving the Quality of Architecture Design Through Peer-Reviews and Recombination,10.1007/978-3-319-23727-5_6,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_6,No,Yes,No
131,ECSA,2015,Iris GroherRainer Weinreich,Collecting Requirements and Ideas for Architectural Group Decision-Making Based on Four Approaches,10.1007/978-3-319-23727-5_15,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_15,No,Yes,No
132,ECSA,2015,Nadeem AbbasJesper Andersson,Architectural Reasoning Support for Product-Lines of Self-adaptive Software Systems - A Case Study,10.1007/978-3-319-23727-5_2,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_2,No,Yes,No
133,ECSA,2015,Slinger Jansen,Opening the Ecosystem Flood Gates: Architecture Challenges of Opening Interfaces Within a Product Portfolio,10.1007/978-3-319-23727-5_10,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_10,No,Yes,No
134,ECSA,2015,Erik A. JagroepJan Martijn E. M. van der WerfRuvar SpauwenLeen BlomRob van VlietSjaak Brinkkemper,An Energy Consumption Perspective on Software Architecture,10.1007/978-3-319-23727-5_19,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_19,No,Yes,No
135,ECSA,2015,Sahar KallelBastien TramoniChouki TibermacineChristophe DonyAhmed Hadj Kacem,Automatic Translation of Architecture Constraint Specifications into Components,10.1007/978-3-319-23727-5_27,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_27,No,Yes,No
136,ECSA,2015,Frederico AlvaresEric RuttenLionel Seinturier,High-Level Language Support for Reconfiguration Control in Component-Based Architectures,10.1007/978-3-319-23727-5_1,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_1,No,Yes,No
137,ECSA,2015,Christian StierAnne KoziolekHenning GroendaRalf Reussner,Model-Based Energy Efficiency Analysis of Software Architectures,10.1007/978-3-319-23727-5_18,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_18,No,Yes,No
138,ECSA,2015,Alvine Boaye BelleGhizlane El BoussaidiChristian DesrosiersSägla KpodjedoHafedh Mili,The Layered Architecture Recovery as a Quadratic Assignment Problem,10.1007/978-3-319-23727-5_28,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_28,No,Yes,No
139,ECSA,2015,Amal TahriLaurence DuchienJacques Pulou,Using Feature Models for Distributed Deployment in Extended Smart Home Architecture,10.1007/978-3-319-23727-5_24,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_24,No,Yes,No
140,ECSA,2015,Luciano BaresiAdnan Shahzada,An Architecture-Centric Approach for Dynamic Smart Spaces,10.1007/978-3-319-23727-5_23,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_23,No,Yes,No
141,ECSA,2015,Klaus Marius HansenKonstantinos Manikas,(Automated) Software Modularization Using Community Detection,10.1007/978-3-319-23727-5_8,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_8,No,Yes,No
142,ECSA,2015,Antony TangHans van Vliet,Software Designers Satisfice,10.1007/978-3-319-23727-5_9,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_9,No,Yes,No
143,ECSA,2015,Eduardo B. FernandezHern†n AstudilloGilberto Pedraza-Garc°a,Revisiting Architectural Tactics for Security,10.1007/978-3-319-23727-5_5,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_5,No,Yes,No
144,ECSA,2015,Henry MucciniDamian A. TamburriV. Smrithi Rekha,On the Social Dimensions of Architectural Decisions,10.1007/978-3-319-23727-5_11,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_11,No,Yes,No
145,ECSA,2015,Grace A. LewisPatricia Lago,Characterization of Cyber-Foraging Usage Contexts,10.1007/978-3-319-23727-5_16,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_16,No,Yes,No
146,ECSA,2015,Ashish AgrawalT. V. Prabhakar,Towards a Framework for Building Adaptive App-Based Web Applications Using Dynamic Appification,10.1007/978-3-319-23727-5_3,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_3,No,Yes,No
147,ECSA,2015,Harald SporerGeorg MacherChristian KreinerEugen Brenner,A Lean Automotive E/E-System Design Approach with Integrated Requirements Management Capability,10.1007/978-3-319-23727-5_20,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_20,No,Yes,No
148,ECSA,2015,Florian RademacherMartin PetersSabine Sachweh,Design of a Domain-Specific Language Based on a Technology-Independent Web Service Framework,10.1007/978-3-319-23727-5_29,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_29,No,Yes,No
149,ECSA,2015,Daniel RomeroClÇment QuintonLaurence DuchienLionel SeinturierCarolina Valdez,SmartyCo: Managing Cyber-Physical Systems for Smart Environments,10.1007/978-3-319-23727-5_25,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_25,No,Yes,No
150,ECSA,2015,Ilias GerostathopoulosTomas BuresPetr HnetynkaAdam HujecekFrantisek PlasilDominik Skoda,Meta-Adaptation Strategies for Adaptation in Cyber-Physical Systems,10.1007/978-3-319-23727-5_4,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_4,No,Yes,No
151,ECSA,2015,Cesare PautassoAna IvanchikjSilvia Schreier,Modeling RESTful Conversations with Extended BPMN Choreography Diagrams,10.1007/978-3-319-23727-5_7,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_7,No,Yes,No
152,ECSA,2014,Samuil AngelovRich Hilliard,Towards an Improved Stakeholder Management for Software Reference Architectures,10.1007/978-3-319-09970-5_9,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_9,No,Yes,No
153,ECSA,2014,Smrithi Rekha V.Henry Muccini,Suitability of Software Architecture Decision Making Methods for Group Decisions,10.1007/978-3-319-09970-5_2,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_2,No,Yes,No
154,ECSA,2014,Rainer WeinreichIris Groher,A Fresh Look at Codification Approaches for SAKM: A Systematic Literature Review,10.1007/978-3-319-09970-5_1,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_1,No,Yes,No
155,ECSA,2014,Mohamed SolimanMatthias Riebisch,Modeling the Interactions between Decisions within Software Architecture Knowledge,10.1007/978-3-319-09970-5_3,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_3,No,Yes,No
156,ECSA,2014,Thomas KriechbaumGeorg BuchgeherRainer Weinreich,Service Development and Architecture Management for an Enterprise SOA,10.1007/978-3-319-09970-5_17,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_17,No,Yes,No
157,ECSA,2014,Krzysztof Jamr¢zDariusz PitulejJan Werewka,Adapting Enterprise Architecture at a Software Development Company and the Resultant Benefits,10.1007/978-3-319-09970-5_16,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_16,No,Yes,No
158,ECSA,2014,Carlos Alberto MachadoEduardo SilvaThais BatistaJair LeiteElisa Nakagawa,RA-Ubi: A Reference Architecture for Ubiquitous Computing,10.1007/978-3-319-09970-5_10,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_10,No,Yes,No
159,ECSA,2014,Juergen MusilAngelika MusilStefan Biffl,Towards a Coordination-Centric Architecture Metamodel for Social Web Applications,10.1007/978-3-319-09970-5_11,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_11,No,Yes,No
160,ECSA,2014,Jaap KabbedijkMichiel PorsSlinger JansenSjaak Brinkkemper,Multi-tenant Architecture Comparison,10.1007/978-3-319-09970-5_18,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_18,No,Yes,No
161,ECSA,2014,Grace A. LewisPatricia LagoGiuseppe Procaccianti,Architecture Strategies for Cyber-Foraging: Preliminary Results from a Systematic Literature Review,10.1007/978-3-319-09970-5_15,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_15,No,Yes,No
162,ECSA,2014,Everton CavalcanteFlavio OquendoThais Batista,Architecture-Based Code Generation: From „-ADL Architecture Descriptions to Implementations in the Go Language,10.1007/978-3-319-09970-5_13,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_13,No,Yes,No
163,ECSA,2014,Havva GÅlay GÅrbÅzBedir TekinerdoganNagehan Pala Er,Safety Perspective for Supporting Architectural Design of Safety-Critical Systems,10.1007/978-3-319-09970-5_31,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_31,No,Yes,No
164,ECSA,2014,Sebastian HeroldMatthias Mair,Recommending Refactorings to Re-establish Architectural Consistency,10.1007/978-3-319-09970-5_33,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_33,No,Yes,No
165,ECSA,2014,Andrea CaraccioloMircea Filip LunguOscar Nierstrasz,How Do Software Architects Specify and Validate Quality Requirements?,10.1007/978-3-319-09970-5_32,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_32,No,Yes,No
166,ECSA,2014,Mohsen AnvaariOlaf Zimmermann,Semi-automated Design Guidance Enhancer (SADGE): A Framework for Architectural Guidance Development,10.1007/978-3-319-09970-5_4,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_4,No,Yes,No
167,ECSA,2014,Marie Christin PlateniusSteffen BeckerWilhelm SchÑfer,Integrating Service Matchers into a Service Market Architecture,10.1007/978-3-319-09970-5_19,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_19,No,Yes,No
168,ECSA,2014,Hadil AbukwaikDavide TaibiDieter Rombach,Interoperability-Related Architectural Problems and Solutions in Information Systems: A Scoping Study,10.1007/978-3-319-09970-5_27,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_27,No,Yes,No
169,ECSA,2014,Abderrahmane SeriaiSalah SadouHouari A. Sahraoui,Enactment of Components Extracted from an Object-Oriented Application,10.1007/978-3-319-09970-5_22,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_22,No,Yes,No
170,ECSA,2014,Lucas Bueno Ruas OliveiraElena LerouxKatia Romero FelizardoFlavio OquendoElisa Yumi Nakagawa,Towards a Process to Design Architectures of Service-Oriented Robotic Systems,10.1007/978-3-319-09970-5_20,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_20,No,Yes,No
171,ECSA,2014,Sebastian GerdesSteffen LehnertMatthias Riebisch,Combining Architectural Design Decisions and Legacy System Evolution,10.1007/978-3-319-09970-5_5,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_5,No,Yes,No
172,ECSA,2014,Huanhuan XiongFrank FowleyClaus PahlNiall Moran,Scalable Architectures for Platform-as-a-Service Clouds: Performance and Cost Analysis,10.1007/978-3-319-09970-5_21,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_21,No,Yes,No
173,ECSA,2014,Vanea ChiprianovKatrina FalknerClaudia SzaboGavin Puddy,Architectural Support for Model-Driven Performance Prediction of Distributed Real-Time Embedded Systems of Systems,10.1007/978-3-319-09970-5_30,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_30,No,Yes,No
174,ECSA,2014,Thorsten KochJîrg HoltmannJulien DeAntoni,Generating EAST-ADL Event Chains from Scenario-Based Requirements Specifications,10.1007/978-3-319-09970-5_14,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_14,No,Yes,No
175,ECSA,2014,Bholanathsingh SurajbaliPaul GraceGeoff Coulson,A Consistency Framework for Dynamic Reconfiguration in AO-Middleware Architectures,10.1007/978-3-319-09970-5_34,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_34,No,Yes,No
176,ECSA,2014,Alexander FrîmmgenMax LehnAlejandro Buchmann,A Property Description Framework for Composable Software,10.1007/978-3-319-09970-5_24,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_24,No,Yes,No
177,ECSA,2014,Luca BerardinelliAntinisca Di MarcoStefano Pace,fUML-Driven Design and Performance Analysis of Software Agents for Wireless Sensor Network,10.1007/978-3-319-09970-5_28,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_28,No,Yes,No
178,ECSA,2014,Fatih ôztÅrkErdem Sar?l?Hasan SîzerBar?? Aktemur,Effort Estimation for Architectural Refactoring to Introduce Module Isolation,10.1007/978-3-319-09970-5_26,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_26,No,Yes,No
179,ECSA,2014,Tommaso Di NoiaMarina MongielloEugenio Di Sciascio,Ontology-Driven Pattern Selection and Matching in Software Design,10.1007/978-3-319-09970-5_8,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_8,No,Yes,No
180,ECSA,2014,Tomas BuresIlias GerostathopoulosPetr HnetynkaJaroslav KezniklMichal KitFrantisek Plasil,Gossiping Components for Cyber-Physical Systems,10.1007/978-3-319-09970-5_23,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_23,No,Yes,No
181,ECSA,2014,Yongrui XuPeng Liang,Co-evolving Pattern Synthesis and Class Responsibility Assignment in Architectural Synthesis,10.1007/978-3-319-09970-5_7,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_7,No,Yes,No
182,ECSA,2014,Tobias FreudenreichStefan AppelSebastian FrischbierAlejandro P. Buchmann,Using Policies for Handling Complexity of Event-Driven Architectures,10.1007/978-3-319-09970-5_12,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_12,No,Yes,No
183,ECSA,2014,Amel BennaceurValÇrie Issarny,Layered Connectors,10.1007/978-3-319-09970-5_25,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_25,No,Yes,No
184,ECSA,2014,Jose-Miguel HorcasM¢nica PintoLidia Fuentes,Runtime Enforcement of Dynamic Security Policies,10.1007/978-3-319-09970-5_29,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_29,No,Yes,No
185,ECSA,2014,Francis PalmaNaouel MohaGuy TremblayYann-Gaâl GuÇhÇneuc,Specification and Detection of SOA Antipatterns in Web Services,10.1007/978-3-319-09970-5_6,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_6,No,Yes,No
186,ECSA,2013,Marcin NowakCesare Pautasso,Team Situational Awareness and Architectural Decision Making with the Software Architecture Warehouse,10.1007/978-3-642-39031-9_13,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_13,No,Yes,No
187,ECSA,2013,Georg BuchgeherRainer Weinreich,Towards Continuous Reference Architecture Conformance Analysis,10.1007/978-3-642-39031-9_32,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_32,No,Yes,No
188,ECSA,2013,Martin KÅster,Architecture-Centric Modeling of Design Decisions for Validation and Traceability,10.1007/978-3-642-39031-9_16,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_16,No,Yes,No
189,ECSA,2013,Danny WeynsTanvir Ahmad,Claims and Evidence for Architecture-Based Self-adaptation: A Systematic Literature Review,10.1007/978-3-642-39031-9_22,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_22,No,Yes,No
190,ECSA,2013,Eduardo SilvaAna Luisa MedeirosEverton CavalcanteThais Batista,A Lightweight Language for Software Product Lines Architecture Description,10.1007/978-3-642-39031-9_10,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_10,No,Yes,No
191,ECSA,2013,Zhao LiJiang Zheng,Toward Industry Friendly Software Architecture Evaluation,10.1007/978-3-642-39031-9_31,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_31,No,Yes,No
192,ECSA,2013,Lakshitha de SilvaDharini Balasubramaniam,PANDArch: A Pluggable Automated Non-intrusive Dynamic Architecture Conformance Checker,10.1007/978-3-642-39031-9_21,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_21,No,Yes,No
193,ECSA,2013,Dominik RostMatthias NaabCrescencio LimaChristina von Flach Garcia Chavez,Software Architecture Documentation for Developers: A Survey,10.1007/978-3-642-39031-9_7,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_7,No,Yes,No
194,ECSA,2013,Jair LeiteFl†vio OquendoThais Batista,SysADL: A SysML Profile for Software Architecture Description,10.1007/978-3-642-39031-9_9,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_9,No,Yes,No
195,ECSA,2013,Thomas HaitzerUwe Zdun,Controlled Experiment on the Supportive Effect of Architectural Component Diagrams for Design Understanding of Novice Architects,10.1007/978-3-642-39031-9_6,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_6,No,Yes,No
196,ECSA,2013,Samuil AngelovJos TrienekensRob Kusters,Software Reference Architectures - Exploring Their Usage and Design in Practice,10.1007/978-3-642-39031-9_2,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_2,No,Yes,No
197,ECSA,2013,Ioanna LytraHuy TranUwe Zdun,Supporting Consistency between Architectural Design Decisions and Component Models through Reusable Architectural Knowledge Transformations,10.1007/978-3-642-39031-9_20,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_20,No,Yes,No
198,ECSA,2013,Matthias MairSebastian Herold,Towards Extensive Software Architecture Erosion Repairs,10.1007/978-3-642-39031-9_25,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_25,No,Yes,No
199,ECSA,2013,Thomas PramsohlerSimon SchenkUwe Baumgarten,Towards an Optimized Software Architecture for Component Adaptation at Middleware Level,10.1007/978-3-642-39031-9_23,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_23,No,Yes,No
200,ECSA,2013,Minh Tu Ton ThatSalah SadouFlavio OquendoIsabelle Borne,Composition-Centered Architectural Pattern Description Language,10.1007/978-3-642-39031-9_1,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_1,No,Yes,No
201,ECSA,2013,Samir ChoualiOscar CarrilloHassan Mountassir,Specifying System Architecture from SysML Requirements and Component Interfaces,10.1007/978-3-642-39031-9_36,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_36,No,Yes,No
202,ECSA,2013,Silverio Mart°nez-Fern†ndezClaudia P. AyalaXavier FranchHelena Martins Marques,Benefits and Drawbacks of Reference Architectures,10.1007/978-3-642-39031-9_26,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_26,No,Yes,No
203,ECSA,2013,Carlos E. CuestaMiguel A. Mart°nez-PrietoJavier D. Fern†ndez,Towards an Architecture for Managing Big Semantic Data in Real-Time,10.1007/978-3-642-39031-9_5,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_5,No,Yes,No
204,ECSA,2013,Dan TofanMatthias GalsterParis Avgeriou,Difficulty of Architectural Decisions ? A Survey with Professional Architects,10.1007/978-3-642-39031-9_17,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_17,No,Yes,No
205,ECSA,2013,Claire DimechDharini Balasubramaniam,Maintaining Architectural Conformance during Software Development: A Practical Approach,10.1007/978-3-642-39031-9_19,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_19,No,Yes,No
206,ECSA,2013,Mohsen AnvaariReidar ConradiLetizia Jaccheri,Architectural Decision-Making in Enterprises: Preliminary Findings from an Exploratory Study in Norwegian Electricity Industry,10.1007/978-3-642-39031-9_14,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_14,No,Yes,No
207,ECSA,2013,Gustavo G. PascualM¢nica PintoLidia Fuentes,Run-Time Support to Manage Architectural Variability Specified with CVL,10.1007/978-3-642-39031-9_24,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_24,No,Yes,No
208,ECSA,2013,Everton CavalcanteAna Luisa MedeirosThais Batista,Describing Cloud Applications Architectures,10.1007/978-3-642-39031-9_29,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_29,No,Yes,No
209,ECSA,2013,Ulrik EklundCarl Magnus OlssonMarcus Ljungblad,Characterising Software Platforms from an Architectural Perspective,10.1007/978-3-642-39031-9_35,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_35,No,Yes,No
210,ECSA,2013,Cornelia MiesbauerRainer Weinreich,Classification of Design Decisions ? An Expert Survey in Practice,10.1007/978-3-642-39031-9_12,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_12,No,Yes,No
211,ECSA,2013,Henrik Bërbak ChristensenKlaus Marius Hansen,Architectural Slicing: Towards Automatic Harvesting of Architectural Prototypes,10.1007/978-3-642-39031-9_28,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_28,No,Yes,No
212,ECSA,2013,Amal GassaraIsmael Bouassida RodriguezMohamed Jmaiel,Towards a Multi-scale Modeling for Architectural Deployment Based on Bigraphs,10.1007/978-3-642-39031-9_11,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_11,No,Yes,No
213,ECSA,2013,David AmellerMatthias GalsterParis AvgeriouXavier Franch,The Role of Quality Attributes in Service-Based Systems Architecting: A Survey,10.1007/978-3-642-39031-9_18,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_18,No,Yes,No
214,ECSA,2013,Marc HeseniusVolker Gruhn,"MVIC ? An MVC Extension for Interactive, Multimodal Applications",10.1007/978-3-642-39031-9_30,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_30,No,Yes,No
215,ECSA,2013,Jan Salvador van der VenJan Bosch,Making the Right Decision: Supporting Architects with Design Decision Data,10.1007/978-3-642-39031-9_15,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_15,Yes,Yes,Yes
216,ECSA,2013,Imen TounsiMohamed Hadj KacemAhmed Hadj Kacem,Building Correct by Construction SOA Design Patterns: Modeling and Refinement,10.1007/978-3-642-39031-9_4,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_4,No,Yes,No
217,ECSA,2013,Mohamed ZouariIsmael Bouassida Rodriguez,Towards Automated Deployment of Distributed Adaptation Systems,10.1007/978-3-642-39031-9_33,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_33,No,Yes,No
218,ECSA,2013,Taha Abdelmoutaleb CherfiaFaãza Belala,Towards a Bigraph-Based Model for Context-Aware Adaptive Systems,10.1007/978-3-642-39031-9_34,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_34,No,Yes,No
219,ECSA,2013,Benjamin MorandiScott WestSebastian NanzHassan Gomaa,Concurrent Object-Oriented Development with BehavioralˇDesignˇPatterns,10.1007/978-3-642-39031-9_3,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_3,No,Yes,No
220,ECSA,2013,Franáois GoichonGuillaume SalagnacStÇphane FrÇnot,Swap Fairness for Thrashing Mitigation,10.1007/978-3-642-39031-9_27,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_27,No,Yes,No
221,ECSA,2013,Arda GoknilJagadish SuryadevaraMarie-Agnäs Peraldi-FratiFrÇdÇric Mallet,Analysis Support for TADL2 Timing Constraints on EAST-ADL Models,10.1007/978-3-642-39031-9_8,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_8,No,Yes,No
222,ECSA,2011,Andrzej ZalewskiSzymon KijasDorota Soko?owska,Capturing Architecture Evolution with Maps of Architectural Decisions 2.0,10.1007/978-3-642-23798-0_9,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_9,No,Yes,No
223,ECSA,2011,Jessica D°azJennifer PÇrezJuan GarbajosaAlexander L. Wolf,Change Impact Analysis in Product-Line Architectures,10.1007/978-3-642-23798-0_12,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_12,No,Yes,No
