ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?,Ivano's notes,Mohamed?s answer
146,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,D. Kolovos; P. Neubauer; K. Barmpis; N. Matragkas; R. Paige,Crossflow: A Framework for Distributed Mining of Software Repositories,10.1109/MSR.2019.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816734,Yes,No,No,,
147,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,D. Schipper; M. Aniche; A. van Deursen,Tracing Back Log Data to its Log Statement: From Research to Practice,10.1109/MSR.2019.00081,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816773,Yes,No,No,,
148,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,D. Abric; O. E. Clark; M. Caminiti; K. Gallaba; S. McIntosh,Can Duplicate Questions on Stack Overflow Benefit the Software Development Community?,10.1109/MSR.2019.00046,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816736,Yes,No,No,,
149,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,M. Kiehn; X. Pan; F. Camci,Empirical Study in using Version Histories for Change Risk Classification,10.1109/MSR.2019.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816740,Yes,No,No,,
150,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,A. Trockman; R. van Tonder; B. Vasilescu,Striking Gold in Software Repositories? An Econometric Study of Cryptocurrencies on GitHub,10.1109/MSR.2019.00036,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816811,Yes,No,No,,
151,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,V. Efstathiou; D. Spinellis,Semantic Source Code Models Using Identifier Embeddings,10.1109/MSR.2019.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816775,Yes,No,No,,
152,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,J. Gao; P. Kong; L. Li; T. F. Bissyand??; J. Klein,Negative Results on Mining Crypto-API Usage Rules in Android Apps,10.1109/MSR.2019.00065,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816738,Yes,No,No,,
153,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,C. Soto-Valero; A. Benelallam; N. Harrand; O. Barais; B. Baudry,The Emergence of Software Diversity in Maven Central,10.1109/MSR.2019.00059,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816742,Yes,No,No,,
154,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,J. Dietrich; D. Pearce; J. Stringer; A. Tahir; K. Blincoe,Dependency Versioning in the Wild,10.1109/MSR.2019.00061,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816809,Yes,No,No,,
155,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,V. Kovalenko; E. Bogomolov; T. Bryksin; A. Bacchelli,PathMiner: A Library for Mining of Path-Based Representations of Code,10.1109/MSR.2019.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816777,Yes,No,No,,
156,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,A. S. Matos; J. B. Ferreira Filho; L. S. Rocha,Splitting APIs: An Exploratory Study of Software Unbundling,10.1109/MSR.2019.00062,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816781,Yes,No,No,,
157,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Joonbakhsh; A. Sami,Mining and Extraction of Personal Software Process Measures through IDE Interaction Logs,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595184,Yes,No,No,,
158,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Ciborowska; N. A. Kraft; K. Damevski,Detecting and Characterizing Developer Behavior Following Opportunistic Reuse of Code Snippets from the Web,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595188,Yes,No,No,,
159,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,C. Soto-Valero; J. Bourcier; B. Baudry,Detection and Analysis of Behavioral T-Patterns in Debugging Activities,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595192,Yes,No,No,,
160,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. J. Ko,"Mining the Mind, Minding the Mine: Grand Challenges in Comprehension and Mining",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595194,Yes,No,No,,
161,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,P. Martins; R. Achar; C. V. Lopes,"50K-C: A Dataset of Compilable, and Compiled, Java Projects",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595165,Yes,No,No,,
162,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,G. Schermann; S. Zumberi; J. Cito,Structured Information on State and Evolution of Dockerfiles on GitHub,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595171,Yes,No,No,,
163,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Rahman,Comprehension Effort and Programming Activities: Related? Or Not Related?,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595181,Yes,No,No,,
164,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,D. Spinellis,Documented Unix Facilities over 48 Years,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595179,Yes,No,No,,
165,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Rodriguez; f. tanaka; y. kamei,Empirical Study on the Relationship Between Developer's Working Habits and Efficiency,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595183,Yes,No,No,,
166,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,R. Arima; Y. Higo; S. Kusumoto,A Study on Inappropriately Partitioned Commits É?? How Much and What Kinds of IP Commits in Java Projects? É??,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595217,Yes,No,No,,
167,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Afzal; C. Le Goues,A Study on the Use of IDE Features for Debugging,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595193,Yes,No,No,,
168,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,N. Novielli; F. Calefato; F. Lanubile,A Gold Standard for Emotion Annotation in Stack Overflow,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595168,Yes,No,No,,
169,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,S. Proksch; S. Amann; S. Nadi,Enriched Event Streams: A General Dataset for Empirical Studies on In-IDE Activities of Software Developers,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595180,Yes,No,No,,
170,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,X. Jin; F. Servant,The Hidden Cost of Code Completion: Understanding the Impact of the Recommendation-List Length on its Efficiency,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595182,Yes,No,No,,
171,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,R. Benkoczi; D. Gaur; S. Hossain; M. A. Khan,A Design Structure Matrix Approach for Measuring Co-change-Modularity of Software Products,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595216,Yes,No,No,,
172,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,N. Novielli; D. Girardi; F. Lanubile,A Benchmark Study on Sentiment Analysis for Software Engineering Research,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595220,Yes,No,No,,
173,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,V. Nair; A. Agrawal; J. Chen; W. Fu; G. Mathew; T. Menzies; L. Minku; M. Wagner; Z. Yu,Data-Driven Search-Based Software Engineering,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595218,Yes,No,No,,
174,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. M??ntyl??; F. Calefato; M. Claes,Natural Language or Not (NLoN) - A Package for Software Engineering Text Analysis Pipeline,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595222,Yes,No,No,,
175,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,R. Amlekar; A. F. Rinc??n Gamboa; K. Gallaba; S. McIntosh,Do Software Engineers Use Autocompletion Features Differently than Other Developers?,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595186,Yes,No,No,,
176,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Soto; C. Le Goues,Common Statement Kind Changes to Inform Automatic Program Repair,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595190,Yes,No,No,,
177,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. Middleton; E. Murphy-Hill; D. Green; A. Meade; R. Mayer; D. White; S. McDonald,Which Contributions Predict Whether Developers are Accepted into GitHub Teams,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595224,Yes,No,No,,
178,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,E. Cohen; M. P. Consens,Large-Scale Analysis of the Co-commit Patterns of the Active Developers in GitHub's Top Repositories,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595226,Yes,No,No,,
179,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. M. Rahman; J. Barson; S. Paul; J. Kayani; F. A. Lois; S. F. Quezada; C. Parnin; K. T. Stolee; B. Ray,Evaluating How Developers Use General-Purpose Web-Search for Code Retrieval,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595230,Yes,No,No,,
180,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Rath; D. Lo; P. M??der,Analyzing Requirements and Traceability Information to Improve Bug Localization,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595228,Yes,No,No,,
181,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,R. Jain; S. Prathik; V. Vinayakarao; R. Purandare,A Search System for Mathematical Expressions on Software Binaries,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595232,Yes,No,No,,
182,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. H. Bernardo; D. Alencar da Costa; U. Kulesza,Studying the Impact of Adopting Continuous Integration on the Delivery Time of Pull Requests,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595196,Yes,No,No,,
183,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Lamothe; W. Shang,Exploring the Use of Automated API Migrating Techniques in Practice: An Experience Report on Android,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595234,Yes,No,No,,
184,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Nayrolles; A. Hamou-Lhadj,CLEVER: Combining Code Metrics with Clone Detection for Just-in-Time Fault Prevention and Resolution in Large Industrial Projects,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595198,Yes,No,No,,
185,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Decan; T. Mens; E. Constantinou,On the Impact of Security Vulnerabilities in the npm Package Dependency Network,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595201,Yes,No,No,,
186,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,F. Zampetti; A. Serebrenik; M. Di Penta,Was Self-Admitted Technical Debt Removal a Real Removal? An In-Depth Perspective,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595236,Yes,No,No,,
187,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,G. B. de P?≠dua; W. Shang,Studying the Relationship between Exception Handling Practices and Post-Release Defects,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595240,Yes,No,No,,
188,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,B. Russo,Profiling Call Changes Via Motif Mining,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595203,Yes,No,No,,
189,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,R. Saha; Y. Lyu; W. Lam; H. Yoshida; M. Prasad,"Bugs.jar: A Large-Scale, Diverse Dataset of Real-World Java Bugs",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595167,Yes,No,No,,
190,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Tufano; C. Watson; G. Bavota; M. Di Penta; M. White; D. Poshyvanyk,Deep Learning Similarities from Different Representations of Source Code,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595238,Yes,No,No,,
191,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,N. A. Ernst,Bayesian Hierarchical Modelling for Tailoring Metric Thresholds,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595242,Yes,No,No,,
192,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Mahmoudi; S. Nadi,The Android Update Problem: An Empirical Study,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595205,Yes,No,No,,
193,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Gkortzis; D. Mitropoulos; D. Spinellis,VulinOSS: A Dataset of Security Vulnerabilities in Open-Source Systems,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595169,Yes,No,No,,
194,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,V. Markovtsev; W. Long,Public Git Archive: A Big Code Dataset for All,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595173,Yes,No,No,,
195,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Nayebi; K. Kuznetsov; P. Chen; A. Zeller; G. Ruhe,Anatomy of Functionality Deletion: An Exploratory Study on Mobile Apps,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595207,Yes,No,No,,
196,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,D. Gopstein; H. H. Zhou; P. Frankl; J. Cappos,Prevalence of Confusing Code in Software Projects: Atoms of Confusion in the Wild,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595211,Yes,No,No,,
197,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,K. Chatzidimitriou; M. Papamichail; T. Diamantopoulos; M. Tsapanos; A. Symeonidis,npm-Miner: An Infrastructure for Measuring the Quality of the npm Registry,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595175,Yes,No,No,,
198,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. Jenkins; H. Cai,Leveraging Historical Versions of Android Apps for Efficient and Precise Taint Analysis,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595209,Yes,No,No,,
199,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,S. Georgiou; M. Kechagia; P. Louridas; D. Spinellis,What are Your Programming Language's Energy-Delay Implications?,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595213,Yes,No,No,,
200,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Yamashita; F. Petrillo; F. Khomh; Y. Gu??h??neuc,Developer Interaction Traces Backed by IDE Screen Recordings from Think Aloud Sessions,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595177,Yes,No,No,,
201,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,S. Baltes; L. Dumani; C. Treude; S. Diehl,SOTorrent: Reconstructing and Analyzing the Evolution of Stack Overflow Posts,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595215,Yes,No,No,,
202,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. Ott; A. Atchison; P. Harnack; A. Bergh; E. Linstead,A Deep Learning Approach to Identifying Source Code in Images and Video,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595221,Yes,No,No,,
203,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,T. Bulmer; L. Montgomery; D. Damian,Predicting Developers' IDE Commands with Machine Learning,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595185,Yes,No,No,,
204,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,H. Ben Braiek; F. Khomh; B. Adams,The Open-Closed Principle of Modern Machine Learning Frameworks,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595219,Yes,No,No,,
205,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,L. Pascarella; F. Palomba; M. Di Penta; A. Bacchelli,How Is Video Game Development Different from Software Development in Open Source?,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595223,Yes,No,No,,
206,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. Wilkie; Z. Al Halabi; A. Karaoglu; J. Liao; G. Ndungu; C. Ragkhitwetsagul; M. Paixao; J. Krinke,Who's This? Developer Identification Using IDE Event Data,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595187,Yes,No,No,,
207,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,C. Bellman; A. Seet; O. Baysal,Studying Developer Build Issues and Debugger Usage via Timeline Analysis in Visual Studio IDE,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595191,Yes,No,No,,
208,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,Y. Ma; S. Fakhoury; M. Christensen; V. Arnaoudova; W. Zogaan; M. Mirakhorli,Automatic Classification of Software Artifacts in Open-Source Applications,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595225,Yes,No,No,,
209,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,N. Rabbani; M. S. Harvey; S. Saquif; K. Gallaba; S. McIntosh,"Revisiting ""Programmers' Build Errors"" in the Visual Studio Context",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595189,Yes,No,No,,
210,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Claes; M. M??ntyl??; M. Kuutila; U. Farooq,Towards Automatically Identifying Paid Open Source Developers,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595227,Yes,No,No,,
211,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,P. Yin; B. Deng; E. Chen; B. Vasilescu; G. Neubig,Learning to Mine Aligned Code and Natural Language Pairs from Stack Overflow,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595231,Yes,No,No,,
212,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,C. Laaber; P. Leitner,An Evaluation of Open-Source Software Microbenchmark Suites for Continuous Performance Assessment,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595195,Yes,No,No,,
213,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. Yang; E. Wittern; A. T. T. Ying; J. Dolby; L. Tan,Towards Extracting Web API Specifications from Documentation,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595229,Yes,No,No,,
214,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,G. de la Torre; R. Robbes; A. Bergel,Imprecisions Diagnostic in Source Code Deltas,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595233,Yes,No,No,,
215,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,P. Calciati; K. Kuznetsov; X. Bai; A. Gorla,What did Really Change with the New Release of the App?,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595197,Yes,No,No,,
216,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,L. Ochoa; T. Degueule; J. Vinju,An Empirical Evaluation of OSGi Dependencies Best Practices in the Eclipse IDE,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595200,Yes,No,No,,
217,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Capraro; M. Dorner; D. Riehle,The Patch-Flow Method for Measuring Inner Source Collaboration,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595235,Yes,No,No,,
218,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,D. Widder; B. Vasilescu; M. Hilton; C. K??stner,"I'm Leaving You, Travis: A Continuous Integration Breakup Story",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595199,Yes,No,No,,
219,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,P. Moslehi; B. Adams; J. Rilling,Feature Location Using Crowd-Based Screencasts,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595202,Yes,No,No,,
220,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,J. Gao; X. Yang; Y. Jiang; H. Liu; W. Ying; X. Zhang,JBench: A Dataset of Data Races for Concurrency Testing,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595166,Yes,No,No,,
221,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,Y. Yu; Z. Li; G. Yin; T. Wang; H. Wang,A Dataset of Duplicate Pull-Requests in GitHub,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595170,Yes,No,No,,
222,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,B. A. Sanchez; K. Barmpis; P. Neubauer; R. F. Paige; D. S. Kolovos,RestMule: Enabling Resilient Clients for Remote APIs,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595237,Yes,No,No,,
223,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,P. Accioly; P. Borba; L. Silva; G. Cavalcanti,Analyzing Conflict Predictors in Open-Source Java Projects,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595241,Yes,No,No,,
224,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Shahbazian; D. Nam; N. Medvidovic,Toward Predicting Architectural Significance of Implementation Issues,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595204,Yes,Yes,Yes,Ok,
225,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,F. Geiger; I. Malavolta; L. Pascarella; F. Palomba; D. Di Nucci; A. Bacchelli,A Graph-Based Dataset of Commit History of Real-World Android apps,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595172,Yes,No,No,,
226,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,T. Menzies; S. Majumder; N. Balaji; K. Brey; W. Fu,500+ Times Faster than Deep Learning: (A Case Study Exploring Faster Methods for Text Mining StackOverflow),,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595239,Yes,No,No,,
227,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,H. Wang; H. Li; L. Li; Y. Guo; G. Xu,Why are Android Apps Removed From Google Play? A Large-Scale Empirical Study,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595206,Yes,No,No,,
228,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,R. Meloca; G. Pinto; L. Baiser; M. Mattos; I. Polato; I. Wiese; D. M. German,"Understanding the Usage, Impact, and Adoption of Non-OSI Approved Licenses",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595210,Yes,No,No,,
229,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,V. Efstathiou; C. Chatzilenas; D. Spinellis,Word Embeddings for the Software Engineering Domain,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595174,Yes,No,No,,
230,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,L. Li; J. Gao; T. Bissyand??; L. Ma; X. Xia; J. Klein,Characterising Deprecated Android APIs,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595208,Yes,No,No,,
231,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,N. Cassee; G. Pinto; F. Castor; A. Serebrenik,How Swift Developers Handle Errors,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595212,Yes,No,No,,
232,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,M. Paixao; J. Krinke; D. Han; M. Harman,CROP: Linking Code Reviews to Source Code Changes,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595176,Yes,No,No,,
233,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Trockman; K. Cates; M. Mozina; T. Nguyen; C. K??stner; B. Vasilescu,"""Automatically Assessing Code Understandability"" Reanalyzed: Combined Metrics Matter",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595214,Yes,No,No,,
234,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,Y. Xu; M. Zhou,A Multi-level Dataset of Linux Kernel Patchwork,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595178,Yes,No,No,,
