ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Pilot,RQ1: Data sources - From WHERE,RQ1: Data sources ,"RQ1: Data sources 
(Agreed)",RQ2: Reasons for MSR4SA ,RQ2: Reasons for MSR4SA,RQ2: motivation,RQ2.motivation Codes,RQ2.why_msr Codes,RQ2: High-level Tags,RQ2: why msr,RQ2: study type,RQ2.study_type,RQ2: study type (Agreed),RQ3: Architectural design activities WHAT FOR,RQ3: Architectural design activities,"RQ3: Architectural design activities 
(Agreed)",RQ4: Mining techniques - HOW,RQ4: Mining techniques,"RQ4: Mining techniques 
(Agreed)",RQ5: Type of information RETRIEVED,RQ5: Type of information,"RQ5: Type of information
(Agreed)",,,,,,,,,
81,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,F. Haupt; F. Leymann; A. Scherer; K. Vukojevic-Haupt,A Framework for the Structural Analysis of REST APIs,10.1109/ICSA.2017.40,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930199,Yes,Yes,Yes,[online_documentation],286 REST API Specification,[API Specification],,"""The architectural style Representational State Transfer (REST) has become a popular choice for the realization of service-oriented architectures""
""Distributed software systems that follow the REST style are assumed to support inter alia software longevity, independent evolution of its components, scalability, and extensibility""
""many APIs that claim to follow the REST style are not REST compliant at all""
""knowing and analyzing these data in detail will allow deriving fitting approaches for resolving the identified deficits,""
Evaluate approach",[Importance of REST in SOA][Ensure solution (REST) quality][support compliance checking],[rest][not_compliant_api],[public_documentation],"[Architectural_solutions_growth,_limitations_and_complexities][Achieve_quality_attributes]",[compliance checking],[Evaluate_approach],[exploratory],,[architectural_analysis][architectural_evaluation],Architectural analysis and evaluation,[architectural_analysis][architectural_evaluation],[manual_modeling][model_analysis],Model analysis,[model_analysis],[canonical_metamodel][evaluation_metrics],Metrics on compliance,[metrics],,,,,,,,,
90,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,M. Soliman; M. Galster; M. Riebisch,Developing an Ontology for Architecture Knowledge from Developer Communities,10.1109/ICSA.2017.31,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930203,Yes,Yes,Yes,,Stack Overflow posts (105 posts),[stackOverflow],,"""due to the complexity and effort required to collect and codifyAK, knowledge repositories tend to be incomplete. Moreover, technologies evolve constantly, which demands significan maintenance effort to keep repositories up-to-date.""
Exploratory",[Due to the increase in solutions][To save Manual effort],,,,[Manual effort],[Exploratory],,[Exploratory],,Architectural synthesis,Architectural synthesis,,Qualitative analysis,[qualitative_analysis],,Architectural knowledge related to technology decisions,[architectural_knowledge][architectural_decisions_And_Rationale],,,,,,,,,
103,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,M. Hammad; H. Bagheri; S. Malek,Determination and Enforcement of Least-Privilege Architecture in Android,10.1109/ICSA.2017.18,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930200,Yes,Yes,Yes,[app_runtime],984 mobile APK files.,[mobile APK files],,"""Modern mobile platforms, such as Android, rely on a permission-based model for controlling the resources that each app is allowed to access""
""Android?s permission-based access control model, however, has shown to be ineffective in protecting system resources and apps from security attacks""
""reduces the risk of an Android system being compromised by limit ing
its attacks surface""
Evaluate approach",[Due to limitations in Mobile security][protect from security vul],[granular_permission][android_apps][global_privileges_inheritance],[runtime_extraction],[Identify_and_resolve_issues_in_existing_system],[protect from security vul],[Evaluate_approach],[exploratory],,[architectural_analysis],Architectural analysis,[architectural_analysis],[static_program_analysis],Byte code analysis and model analysis,[model_analysis][byte_code_analysis],[required_architectural_privileges],Architectural security vulnerability in mobile apps,[architectural_security_vulnerabilities][architectural_quality_issues],,,,,,,,,
94,ECSA,2017,Manoj BhatKlym ShumaievAndreas BiesdorfUwe HohensteinFlorian Matthes,Automatic Extraction of Design Decisions from Issue Management Systems: A Machine Learning Based Approach,10.1007/978-3-319-65831-5_10,http://link.springer.com/chapter/10.1007/978-3-319-65831-5_10,Yes,Yes,No,,[issue trackers],,,"""Documenting ADDs supports stakeholders to understand and reason about the software architecture during both the development and maintenance phases""
""the manual effort [8, 19], time, and cost [31] involved in the documentation process are a concern for practitioners and its immediate benet is not visible [20].""
""rapid adoption of agile methodologies for software development, ADDs both in large open source software (OSS) and in industrial projects are scarcely documented [1].""
""agile project management tools such as issue trackers and version control systems [29, 30]. In such projects, even though design decisions are not explicitly documented, they are implicitly captured in dierent systems including project management, issue management, source code version management, and meeting recording systems [25].""
The use of issue management systems (for example, JIRA and GitHub issue tracker) for managing issues is becoming popular both in industrial settings as well as in OSS projects [2, 12].",[Support_software_process][Save_manual_efforts][Identify_and_resolve_issues_in_existing_system][Industrial_financial_costs][Capture_architectural_knowledge][AK is in multiple sources],,,,,[Evaluation],,,,Not mentioned,,,[machine_learning][NLP][qualitative_analysis],,,[Architectural issues][architectural_decisions_And_Rationale],,,,,,,,,,
95,ECSA,2017,Georgios DigkasMircea LunguAlexander ChatzigeorgiouParis Avgeriou,The Evolution of Technical Debt in the Apache Ecosystem,10.1007/978-3-319-65831-5_4,http://link.springer.com/chapter/10.1007/978-3-319-65831-5_4,Yes,Yes,No,[source_code],,,,"""Many studies have been presented in the literature that investigate the evolution of software systems but few have focused on the evolution of technical debt""",,[technical_debt_evolution],[source_code_extraction],,,,,,[architectural_analysis],,,[statical_analysis],,,[technical_debt_estimations],,,,,,,,,,,
89,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,J. C. S. Santos; A. Peruma; M. Mirakhorli; M. Galstery; J. V. Vidal; A. Sejfia,"Understanding Software Vulnerabilities Related to Architectural Security Tactics: An Empirical Investigation of Chromium, PHP and Thunderbird",10.1109/ICSA.2017.39,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930201,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,N. A. Ernst; S. Bellomo; I. Ozkaya; R. L. Nord,What to Fix? Distinguishing between Design and Non-design Rules in Automated Tools,10.1109/ICSA.2017.25,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930213,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,V. C. Pham; A. Radermacher; S. Gerard; S. Li,Bidirectional Mapping between Architecture Model and Code for Synchronization,10.1109/ICSA.2017.41,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930223,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2017 IEEE/ACM 14th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2017,A. Shatnawi; H. Mili; G. El Boussaidi; A. Boubaker; Y. Gu??h??neuc; N. Moha; J. Privat; M. Abdellatif,Analyzing Program Dependencies in Java EE Applications,10.1109/MSR.2017.6,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7962356,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,B. Nassar; R. Scandariato,Traceability Metrics as Early Predictors of Software Defects?,10.1109/ICSA.2017.12,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930222,Yes,Yes,No,,[Requirements][TestCases],,,"""Predicting software defects""
""quality assurance""",[Achieve_quality_attributes],,,,,[Exploratory],,,,Not mentioned,,,[metrics][statistics],,,[Metrics][Correlations],,,,,,,,,,
91,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,J. Y. Bang; Y. Brun; N. Medvidovic,Continuous Analysis of Collaborative Design,10.1109/ICSA.2017.45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930205,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,I. Gorton; R. Xu; Y. Yang; H. Liu; G. Zheng,Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases,10.1109/ICSA.2017.27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930202,Yes,Yes,No,,[Technology_documentation],,,"""rapid rate of change we see in software technologies""
""software engineering discipline relies almost exclusively on static books and ad hoc, often ambiguous, and contradicting information available on the Internet as its primary sources of knowledge for engineering.""
""requires deep expertise in distributed systems and databases.""
""It is also labor intensive and, as we show in this paper, error""
""keeping the knowledge base accurate and current is an enormous challenge""","[Architectural_solutions_growth,_limitations_and_complexities][Save_manual_efforts][contradicting_unclear_knowledge][Capture_architectural_knowledge]",,,,,[Evaluate_approach],,,,,,,,[machine_learning][NLP][qualitative_analysis],,[architectural_solutions],,,,,,,,,,
107,2017 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2017,C. Paterson; R. Calinescu,Accurate Analysis of Quality Properties of Software with Observation-Based Markov Chain Refinement,10.1109/ICSA.2017.14,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930208,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,A. Shahbazian; Y. Kyu Lee; D. Le; Y. Brun; N. Medvidovic,Recovering Architectural Design Decisions,10.1109/ICSA.2018.00019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417122,Yes,Yes,Yes,[source_code][commit_logs][issue_tracking],Source code repositories and issue trackers for two large systems (over than 100 versions),[source code repository][issue trackers],,"""Understanding of a software system?s architecture and the set of decisions that led to its creation is crucial for making new decisions about the system both at the design and implementation levels""
""the design decisions made during the software lifecycle are typically not well documented and so the rationale for these choices is often lost""
""access to architects who designed the system is limited and expensive""
""Knowledge vaporization in software systems plays a major role in increasing maintenance costs, and exacerbates architec tural drift and erosion""
Evaluate approache",[Support understanding architecture][Due to knoweldge vaporization][Because it is hard to access architects],[poor_documentation][recovery_techniques][what_not_why],[software_repositories_rich_information],[Support_architectural_program_comprehension][Identify_and_resolve_issues_in_existing_system][dearth_of_ground_truth][Limitations_in_existing_tools],,[Evaluate_approach],[exploratory],,[architectural_analysis][architectural_synthesis],Architectural analysis and evaluation,[architectural_analysis],[static_architecture_extraction],"Static source code analysis, clustering algorithms, graph analysis and comparison",[static_analysis][model_analysis],[design_decisions],"ADD rationale, architectural issues",[architectural_issues][architectural_decisions_And_Rationale][architectural_components],,,,,,,,,
65,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Soliman; A. Rekaby Salama; M. Galster; O. Zimmermann; M. Riebisch,Improving the Search for Architecture Knowledge in Online Developer Communities,10.1109/ICSA.2018.00028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417152,Yes,Yes,Yes,,"Stack Overflow posts (2511 posts manually clasified, 10213 posts corpus for experiment)",[stackOverflow],,"""The number of architectural solutions to design problems (e.g. technologies, patterns, tactics) has increased significantl over the last decade""
""challenging to learn, explore and to keep up to date with solution alternatives""
""knowledge and experience about technologies tends to be shared by architects and developers through different knowledge sharing channels, such as online developer community web pages""
""Repositories therefore need to aggregate information from different sources""
""manually captured knowledge becomes out of date quickly.""
""Normal search engines are limited for finding architecturally relevant information in communities""
Evaluate approach",[Due to the increase in solutions][Challenge to capture AK][because AK is located in multiple sources][Due to limitations in search engines],,,"[Architectural_solutions_growth,_limitations_and_complexities][Capture_architectural_knowledge][Limitations_in_existing_tools]",[AK in multiple sources][Limitations in search engines],[Evaluate_approach],,[Evaluate_approach],,Architectural synthesis,Architectural synthesis,,Machine learning and information retrieval,[machine_learning][information retrieval],,Architectural knowledge related to technology decisions,[architectural_knowledge][architectural_decisions_And_Rationale],,,,,,,,,
73,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,D. M. Le; D. Link; A. Shahbazian; N. Medvidovic,An Empirical Study of Architectural Decay in Open-Source Software,10.1109/ICSA.2018.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417151,Yes,Yes,Yes,[source_code][issue_tracking],Source code repositories and issue trackers for eight large systems (over than 421 versions),[source code repository][issue trackers],,"""Software systems tend to experience increasing problems as they are modified during their lifetimes""
""architectural decay, a class of problems caused by the introduction of design decisions that have not been carefully thought through by the system?s engineers""
""authors of those studies have relied on their own experience and small case studies, making it hard to draw more general conclusions.""
Exploratory",[Support maintenance][Due to architectural decay][Support Generalisability],[software_modification][architectural_decay][poor_desing_decisions],[code_smells],[Achieve_quality_attributes][Identify_and_resolve_issues_in_existing_system],[Generalisability],[Exploratory],[exploratory],[Exploratory],[architectural_analysis][architectural_synthesis],Architectural analysis and evaluation,[architectural_analysis],[static_analysis][clustering][graphs],"Static source code analysis, clustering algorithms, graph analysis and comparison, formal methods",[static_analysis][model_analysis],[architectural_smells],Architectural smells,[architectural_smells][architectural_quality_issues],,,,,,,,,
72,ECSA,2018,Antonio MartiniFrancesca Arcelli FontanaAndrea BiaggiRiccardo Roveda,Identifying and Prioritizing Architectural Debt Through Architectural Smells: A Case Study in a Large Software Company,10.1007/978-3-030-00761-4_21,http://link.springer.com/chapter/10.1007/978-3-030-00761-4_21,Yes,Yes,No,,[source code repository],,,"""Architectural Technical Debt (ATD) can have a huge negative impact on software maintainability and evolution. In a recent survey [1], more than 250 practitioners report that the average time wasted because of the presence of Technical Debt accounts for 37% of the whole development time.""
""AS is usually a symptom of the presence of ATD""",[Achieve_quality_attributes][Industrial_financial_costs][Identify_and_resolve_issues_in_existing_system],,,,,[Exploratory],,,,Not mentioned,,,[qualitative_analysis][source code analysis][statistics],,,[Architectural smells][architectural_quality_issues],,,,,,,,,,
69,2018 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2018,M. Bhat; K. Shumaiev; K. Koch; U. Hohenstein; A. Biesdorf; F. Matthes,An Expert Recommendation System for Design Decision Making: Who Should be Involved in Making a Design Decision?,10.1109/ICSA.2018.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417121,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2018 IEEE/ACM 15th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2018,A. Shahbazian; D. Nam; N. Medvidovic,Toward Predicting Architectural Significance of Implementation Issues,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595204,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ECSA,2019,Matthias GalsterFabian GilsonFranáois Georis,What Quality Attributes Can We Find in Product Backlogs? A Machine Learning Perspective,10.1007/978-3-030-29983-5_6,http://link.springer.com/chapter/10.1007/978-3-030-29983-5_6,Yes,Yes,Yes,[backlog_stories][functional_requirement_stories],"User stories and backlog
1,775 user stories from 22 systems",[user stories][backlog],,"""in agile software development we need to balance near-term functional requirements and long-term quality goals [2]. Hence it is crucial to understand which quality attributes are relevant and which quality attributes might be more important than others.""
""The goal was to better understand potential architectural key drivers and their ?bigger picture? before analyzing a product backlog in detail""
""the automatic approach still provides insights for an initial design space exploration. Considering the time required to manually review a backlog (magnitude of hours) compared to the time of conducting the automatic approach (magnitude of seconds or minutes)""
Evaluate approach",[support agile development][support design space exploration][understand architectural drivers][Manual effort],,,[Support_software_process][Achieve_quality_attributes][Save_manual_efforts],[Manual effort],[Evaluate_approach],,[Evaluate_approach],[architectural_analysis],Architectural analysis,[architectural_analysis],[machine_learning][nlp],NLP and machine learning,[machine_learning][nlp],[quality_requirements][architectural_driver],Quality attributes requirements,[quality_requirements],,,,,,,,,
100,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,A. Raghuraman; T. Ho-Quang; M. R. V. Chaudron; A. Serebrenik; B. Vasilescu,Does UML Modeling Associate with Lower Defect Proneness?: A Preliminary Empirical Investigation,10.1109/MSR.2019.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816762,Yes,No,Yes,[source_code][issues_tracking][github],"Source code repository, Issue trackers",[source code repository][issue trackers],,"""By making designs developers go through a process of reflection, including discussing trade-offs and alternatives""
""The communication benefits to explicit software design are also well understood: architectural decisions that developers make become well-documented, reducing information loss and potential misinterpretation""
""Unified Modeling Language (UML) is often viewed as de-facto standard""
""the use of UML modeling, on average, should correlate with higher software quality""",[Support design synthesis][benefit of documenting design][Explore corrleation of UML modeling and software quality],[uml_as_standard][software_quality][empirical_evidences],[state_of_the_practice][real_world_projects],,,[Exploratory],[exploratory],[Exploratory],[architectural_synthesis][architectural_evaluation],Architectural synthesis,Architectural synthesis,[machine_learning][nlp][regression_analysis],statistical analysis,[statistical_analysis],[issue_messages][repository_metadata][regression_model],Github projects and issues ,[Correlation between design and quality][Correlations],,,,,,,,,
41,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,F. Tian; P. Liang; M. A. Babar,How Developers Discuss Architecture Smells? An Exploratory Study on Stack Overflow,10.1109/ICSA.2019.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703915,Yes,Yes,No,,[Stack Overflow],,,"""some bad smells are identified and fixed to maintain the systems""
""smells can negatively affect a system?s quality""
""degrade understandability and changeability""
""poor maintainability""
""can negatively affect system-wide maintainability of""
""refactoring is regarded as an integral part of software
development process""",[Identify_and_resolve_issues_in_existing_system],,,,,[Exploratory],,,,Not mentioned,,,[qualitative_analysis],,,[Architectural_Smells_Causes][Refactorings][architectural_quality_issues],,,,,,,,,,
41,ECSA,2019,Hasan Sîzer,Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery,10.1007/978-3-030-29983-5_5,http://link.springer.com/chapter/10.1007/978-3-030-29983-5_5,Yes,Yes,No,[source_code],,,,"""This documentation turns out to be usually incorrect or incomplete, especially for old legacy systems""
""effort-intensive to recover such a documentation manually""
""Software architecture reconstruction [9] or recovery [21] (SAR) approaches have been introduced to recover software architecture documentation.""",[due to knowledge vaporization][manual effort],[imcomplete_documentation][effort-intensive_manually][new_sar_technique][empirical_evaluation],[source_code_extraction],,,,,,[architectural_analysis],,,[unsupervised_learning][clustering],,,[dependency_graphs][structural_decomposition_pattern],,,,,,,,,,,
46,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,R. Verdecchia; I. Malavolta; P. Lago,Guidelines for Architecting Android Apps: A Mixed-Method Empirical Study,10.1109/ICSA.2019.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703927,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2019 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2019,D. Gonzalez; F. Alhenaki; M. Mirakhorli,Architectural Security Weaknesses in Industrial Control Systems (ICS) an Empirical Study Based on Disclosed Software Vulnerabilities,10.1109/ICSA.2019.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703918,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,M. Ahmad; M. ??. Cinn??ide,Impact of Stack Overflow Code Snippets on Software Cohesion: A Preliminary Study,10.1109/MSR.2019.00050,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816758,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,A. Bandeira; C. A. Medeiros; M. Paixao; P. H. Maia,We Need to Talk About Microservices: an Analysis from the Discussions on StackOverflow,10.1109/MSR.2019.00051,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816756,Yes,Yes,No,,[Stack Overflow],,,"""microservices arise as a novel architectural style""
""Due to its novelty, the microservice architecture has brought
new (and evolved existing) concepts, technologies and tools
from both software engineering and distributed systems""","[Architectural_solutions_growth,_limitations_and_complexities][Capture_architectural_knowledge]",,,,,[Exploratory],,,,Not mentioned,,,,[qualitative_analysis][machine_learning][nlp],,,[architectural_solutions],,,,,,,,,
17,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,A. Sejfia; N. Medvidovié?,Strategies for Pattern-Based Detection of Architecturally-Relevant Software Vulnerabilities,10.1109/ICSA47634.2020.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101224,Yes,Yes,Yes,"[vulnerabilities_reports][tomcat_web_server]
",150 Vulnerability reports and source code repository for a single system,[vulnerabilities_reports][source code repository],,"""Software vulnerabilities create vectors of attack in software systems that can be used to harm almost every aspect of our lives.""
""The National Vulnerability Database (NVD) reported more than 16,000 new vulnerabilities in 2018,""
""more work for developers who have to analyze understand and fix them""
""In 2017, vulnerabilities financially affected over 1,800 products""
""architecturally-rooted vulnerabilities usually involve a multitude of components, as opposed to implementation-level ones which tend to be focused in a single procedure.""
Exploratory and evaluation approach",[Capture architectural security vulnerabilities][Financial costs of vulnereabilities],[code_smell_patterns][similar_vulnerability],[code_smells],[Identify_and_resolve_issues_in_existing_system][Industrial_financial_costs],[Financial benefit],[Evaluate_approach][Exploratory],[exploratory],,[architectural_analysis],Architectural analysis,[architectural_analysis],[static_analysis][ml][graphs],"Static source code change analysis using heuristics
Apply slicing and AST comparison
Graph analysis (similarity or alignment)
Machine learning (Clustering)",[static_analysis][machine_learning][model_analysis],[architecture_dependency_graph][each_vulnerability_graph],Source code patterns for architectural vulnerabilities,[architectural_security_vulnerabilities][architectural_quality_issues],,,,,,,,,
15,ECSA,2020,Sandro SpethUwe BreitenbÅcherSteffen Becker,Gropius ? A Tool for Managing Cross-component Issues,10.1007/978-3-030-59155-7_7,http://link.springer.com/chapter/10.1007/978-3-030-59155-7_7,Yes,Yes,No,,[Architectural models][issue trackers] (No evaluation),,,"""Today?s systems usually consist of several externalized components, such as microservices, which together form an application""
""the complexity of the application also leads to several challenges and problems during development as identified by Mahmood
et al. [9].""
""since each component is developed by an independent team, often several teams which might not know each other""
""dependencies between the various components can lead to the propagation of bugs or other issues along the call chain through the components.""
""the dependencies between several issues of different components cannot be represented semantically."" ""it impossible to visualize dependencies of an issue on different components,""","[Architectural_solutions_growth,_limitations_and_complexities][Limitations_in_existing_tools][Teams distribution][propagation of bugs]",,,,,No evaluation,,,,Not mentioned,,,[model_analysis][visualization],,,[Relationships between architectural issues and components],,,,,,,,,,
35,ECSA,2020,Rasmus SvenssonAdell TatrousFrancis Palma,Defining Design Patterns for IoT APIs,10.1007/978-3-030-59155-7_32,http://link.springer.com/chapter/10.1007/978-3-030-59155-7_32,Yes,Yes,No,,[API Specification],,,"""reusable solutions"" ""Understandability""
""The IoT paradigm is heavily things-oriented and the design guidelines for APIs""
""there are no defined design patterns 
for IoT APIs.""","[Achieve_quality_attributes][Architectural_solutions_growth,_limitations_and_complexities]",,,,,[Exploratory],,,,[architectural_synthesis],,,[qualitative_analysis],,,[API specs design patterns][architectural_solutions],,,,,,,,,,
29,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,X. Wang; L. Xiao; K. Huang; B. Chen; Y. Zhao; Y. Liu,DesignDiff: Continuously Modeling Software Design Difference from Code Revisions,10.1109/ICSA47634.2020.00025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101195,Yes,Yes,No,,[source code repository],,,"""agile methods have gained prevalence 
to enable fast-paced software development""
""Developers often unintentionally introduce design flaws that violate well accepted design principles.""
""Overtime, the system becomes ever challenging to understand and maintain""
""However, there still lacks an efficient approach that can continuously model the""
""facilitate comprehension and ensure the design quality.""
""developers often unintentionally introduce design flaws, which are formed by problematic connections among software elements.""
""responsible for poor maintenance quality and high long-term costs""
""the design flaws were seldom eliminated by refactoring and continued causing more loss to the project""
""models and visualizes the essential design differences resulting from any code revision as""",[Support_software_process][Identify_and_resolve_issues_in_existing_system][Support_architectural_program_comprehension][Industrial_financial_costs],,,,,[Evaluate_approach],,,,Not mentioned,,,[source code analysis][visualization],,,[Design_differences][architectural_components],,,,,,,,,,
30,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,A. Selmadji; A. Seriai; H. L. Bouziane; R. Oumarou Mahamane; P. Zaragoza; C. Dony,From Monolithic Architecture Style to Microservice one Based on a Semi-Automatic Approach,10.1109/ICSA47634.2020.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101266,Yes,Yes,No,,[source code repository],,,,,,,,,[Evaluate_approach],,,,Not mentioned,,,[source code analysis][metric][machine_learning],,,[Clusters_Components][architectural_components],,,,,,,,,,
24,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,Y. Zhang; B. Liu; L. Dai; K. Chen; X. Cao,Automated Microservice Identification in Legacy Systems with Functional and Non-Functional Metrics,10.1109/ICSA47634.2020.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101217,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2020 IEEE International Conference on [::Software::] [::Architecture::] (ICSA),2020,Y. Zhao; L. Xiao; X. Wang; Z. Chen; B. Chen; Y. Liu,Butterfly Space: An Architectural Approach for Investigating Performance Issues,10.1109/ICSA47634.2020.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101223,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,I. Malavolta; K. Chinnappan; S. Swanborn; G. A. Lewis; P. Lago,Mining the ROS ecosystem for Green Architectural Tactics in Robotics and an Empirical Evaluation,10.1109/MSR52588.2021.00042,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463098,Yes,Yes,Yes,,"Source code repository, Stack Overflow, Wiki, Issue trackers, Pull requests",[source code repository][StackOverflow][Pullrequests][issue trackers][Documentation],,"""energy is a critical resource for any software system,""
""Improving the energy-efficiency of robotics systems""
""extract a set of green tactics for robotics software.""
""neglect crucial software quality attributes""",[importance of energy][Improving energy efficieny in Robotics][Extract green tactics],,,[Achieve_quality_attributes][Capture_architectural_knowledge],,[Exploratory],,,,Architectural synthesis,Architectural synthesis,,"Information retrieval, qualitative analysis",[information retrieval][qualitative_analysis],,Architectural tactics,[tactics][architectural_solutions],,,,,,,,,
16,2021 IEEE 18th International Conference on [::Software::] [::Architecture::] (ICSA),2021,E. Ntentos; U. Zdun; K. Plakidas; S. Geiger,Semi-automatic Feedback for Improving Architecture Conformance to Microservice Patterns and Practices,10.1109/ICSA51549.2021.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426761,Yes,Yes,Yes,[models][microservice-based_systems][practitioners],Architectural models (27 models from 10 systems),[Architectural models],,"""it is hard to handle conformance manually, especially in large and/or complex microservice architectures"" 
providing a set of actionable solutions to violations of loose coupling related microservice best practices.
""we propose a novel architecture refactoring approach that is specific for architectural design in the context of the microservice ADDs""
""We implemented the automated violation detection and refactoring algorithms to detect the possible violations and to generate all the possible fixes for addressing each violation""
Evaluate approach",[To support conformance checking][Analyze complex microservice architectures][To apply architectural refactoring][To save manual effort],[microservices][documentation_available][implementation_conformance][hard_spot_violations],[architecture_reconstruction],"[Identify_and_resolve_issues_in_existing_system][Architectural_solutions_growth,_limitations_and_complexities][Save_manual_efforts]",[Manual effort],[Evaluate_approach],[exploratory],,[architectural_analysis],Architectural analysis and synthesis,[architectural_synthesis][architectural_analysis],[manual_(meta)model_specification][codable_models_tool][automated_constraints][model_traversing]***mode_analysis***,Formal model analysis,[model_analysis],[architectural_design_decision][list_of_architecture_violations][solutions_fix],Architectural violations,[architecture_violations][refactored_architecture][architectural_quality_issues],,,,,,,,,
